,name,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,car_age,price_per_km
863,Hyundai i20 Active SX Diesel,750000,30000,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.76,5.0,7,35394.05379896177
864,Mahindra TUV 300 Plus P4 BSIV,600000,70000,Diesel,Individual,Manual,First Owner,18.49,2179.0,120.0,9.0,7,32449.97295835587
865,Mahindra Bolero 2011-2019 DI - AC BS III,550000,70000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9.0,9,34461.15288220551
866,Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,600000,95000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.57,7.0,12,46189.37644341801
867,Tata Tigor 1.05 Revotorq XZ Option,550000,50000,Diesel,Individual,Manual,First Owner,24.7,1047.0,69.0,5.0,8,22267.206477732794
868,Honda City i DTEC VX Option,750000,160000,Diesel,Individual,Manual,First Owner,25.1,1498.0,98.6,5.0,10,29880.4780876494
869,Hyundai Santro Magna BSIV,450000,10000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5.0,6,22167.48768472906
870,Maruti Ertiga VDI,400000,100000,Diesel,Individual,Manual,Third Owner,20.77,1248.0,88.76,7.0,13,19258.545979778526
871,Maruti Swift VDI Optional,520000,50000,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,5.0,9,20634.920634920636
872,Maruti Alto K10 Knightracer,199000,60000,Petrol,Individual,Manual,Second Owner,20.2,998.0,67.1,5.0,12,9851.485148514852
873,Chevrolet Beat Diesel LT,150000,110000,Diesel,Individual,Manual,First Owner,25.44,936.0,57.6,5.0,13,5896.226415094339
874,Hyundai i20 Active 1.4 SX with AVN,540000,80000,Diesel,Individual,Manual,Third Owner,21.19,1396.0,88.73,5.0,9,25483.718735252474
875,Maruti SX4 ZDI,250000,85000,Diesel,Individual,Manual,Second Owner,21.5,1248.0,88.8,5.0,14,11627.906976744185
876,Maruti Wagon R LXI Minor,200000,90000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5.0,15,10582.010582010584
877,Tata Indica V2 2001-2011 eLX,130000,90000,Diesel,Individual,Manual,Second Owner,25.0,1396.0,69.0,5.0,14,5200.0
878,Maruti 800 AC,90000,90000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,18,5590.062111801241
879,Hyundai Verna 1.6 SX,450000,120000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5.0,13,20161.290322580644
880,Hyundai Verna CRDi SX ABS,280000,120000,Diesel,Individual,Manual,First Owner,18.1,1493.0,110.0,5.0,16,15469.613259668507
881,Tata New Safari 3L Dicor LX 4x2,280000,160000,Diesel,Individual,Manual,Second Owner,13.93,2956.0,138.1,7.0,18,20100.502512562816
882,Maruti Zen LXI,120000,141000,Petrol,Individual,Manual,Second Owner,17.3,993.0,60.0,5.0,19,6936.416184971098
883,Maruti Swift Ldi BSIII,290000,100000,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,5.0,17,16292.134831460673
884,Hyundai Creta 1.4 EX Diesel,1000000,15000,Diesel,Individual,Manual,First Owner,22.1,1396.0,88.7,5.0,6,45248.86877828054
885,Maruti Swift Dzire VDi,415000,108000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,13,21502.59067357513
886,Maruti Swift Dzire VDI,415000,108000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,13,17735.042735042734
887,Chevrolet Beat Diesel LT,240000,55000,Diesel,Individual,Manual,First Owner,25.44,936.0,56.3,5.0,10,9433.962264150943
888,Tata Indica Vista Aura 1.3 Quadrajet (ABS) BS IV,250000,37944,Diesel,Individual,Manual,First Owner,18.4,1248.0,75.0,5.0,15,13586.956521739132
889,Ford Figo Diesel EXI,175000,90400,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,14,8750.0
890,Hyundai Verna CRDi SX,220000,85000,Diesel,Individual,Manual,Second Owner,16.8,1493.0,110.0,5.0,17,13095.238095238095
891,Maruti Zen D,85000,120000,Diesel,Individual,Manual,Third Owner,20.8,1527.0,58.0,5.0,22,4086.5384615384614
892,Maruti Swift Dzire VXI 1.2,675000,5000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0,6,31824.611032531822
893,Renault Duster 85PS Diesel RxL,535000,50000,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.8,5.0,9,26925.01258178158
894,Renault Triber RXZ BSIV,675000,5000,Petrol,Individual,Manual,First Owner,20.0,999.0,72.0,7.0,6,33750.0
895,Maruti Vitara Brezza ZDi Plus Dual Tone,800000,90000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,9,32921.810699588474
896,Maruti Ertiga ZDI,425000,96000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.8,7.0,13,20462.205103514683
897,Maruti Eeco 5 Seater AC BSIV,150000,80000,Petrol,Individual,Manual,Third Owner,15.37,1196.0,73.0,5.0,14,9759.271307742356
898,Maruti Zen Estilo 1.1 LXI BSIII,90000,60000,Petrol,Individual,Manual,Second Owner,18.2,1061.0,64.0,5.0,18,4945.054945054945
899,Mahindra XUV500 W6 2WD,850000,90000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,10,56291.39072847682
900,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,330000,193623,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,8.0,17,25781.25
901,Hyundai i20 1.4 Asta Option,850000,63186,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,8,37710.73646850044
902,Mahindra Bolero SLX,305000,219000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,17,22426.470588235294
903,Toyota Innova 2.5 VX (Diesel) 7 Seater,910000,110000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.0,7.0,12,70053.88760585066
904,Toyota Innova 2.5 VX 8 STR,1100000,151000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,8.0,13,85937.5
905,Maruti Baleno Zeta Automatic,675000,5000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0,6,31542.05607476636
906,Maruti Alto LXi BSIII,150000,91500,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,15,7614.213197969543
907,Maruti Swift VDI BSIV,550000,23000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,10,21825.396825396827
908,Volkswagen Vento Diesel Highline,350000,40000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5.0,13,17039.922103213245
909,Maruti Ritz VDi,300000,70000,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.94,5.0,13,12931.034482758621
910,Toyota Innova Crysta 2.8 GX AT BSIV,1745000,10000,Diesel,Individual,Automatic,First Owner,11.36,2755.0,171.5,7.0,7,153609.15492957746
911,Mahindra Scorpio 2009-2014 EX 2WD 7S,611000,90000,Diesel,Individual,Manual,Second Owner,14.0,2523.0,75.0,7.0,11,43642.857142857145
912,Honda Brio S MT,400000,68000,Petrol,Individual,Manual,First Owner,19.4,1198.0,86.8,5.0,9,20618.556701030928
913,Hyundai Elantra CRDi SX,700000,120000,Diesel,Individual,Manual,First Owner,22.7,1582.0,126.24,5.0,12,30837.004405286345
914,Chevrolet Sail Hatchback LS ABS,300000,65000,Diesel,Individual,Manual,First Owner,22.1,1248.0,76.9,5.0,12,13574.660633484162
915,Hyundai Getz GLS,65000,85000,Petrol,Individual,Manual,First Owner,15.3,1341.0,83.0,5.0,20,4248.366013071895
916,Maruti Wagon R VXI BS IV,200000,94000,Petrol,Individual,Manual,Third Owner,18.9,998.0,67.1,5.0,14,10582.010582010584
917,Hyundai i20 Asta Option 1.4 CRDi,650000,100000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,10,28837.62200532387
918,Hyundai i20 Asta Option 1.4 CRDi,650000,80000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,10,28837.62200532387
919,Volkswagen Polo Diesel Trendline 1.2L,350000,80000,Diesel,Individual,Manual,Third Owner,22.07,1199.0,73.9,5.0,12,15858.6316266425
920,Tata Indica V2 DL BSIII,75000,140500,Diesel,Individual,Manual,Third Owner,17.88,1396.0,52.8,5.0,14,4194.6308724832215
921,Maruti Swift Dzire VXi,240000,143000,Petrol,Individual,Manual,First Owner,17.5,1298.0,85.8,5.0,15,13714.285714285714
922,Maruti Alto K10 2010-2014 VXI,240000,60000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5.0,12,11472.27533460803
923,Tata Indica Vista Aura 1.3 Quadrajet (ABS) BS IV,180000,120000,Diesel,Individual,Manual,Second Owner,18.4,1248.0,75.0,5.0,14,9782.608695652174
924,Hyundai Santa Fe 4WD AT,900000,80000,Diesel,Individual,Automatic,Second Owner,13.01,2199.0,194.3,7.0,11,69177.55572636434
925,Mahindra Thar DI 4X4,425000,63000,Diesel,Individual,Manual,Second Owner,18.06,2523.0,63.0,7.0,11,23532.66888150609
926,Chevrolet Spark 1.0 LT,95000,120000,Petrol,Individual,Manual,Third Owner,18.0,995.0,62.0,5.0,16,5277.777777777777
927,Maruti Swift Dzire VDI,811000,100000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,7,28556.338028169015
928,Hyundai Verna VTVT 1.6 SX Option,1100000,60000,Petrol,Individual,Manual,First Owner,17.0,1591.0,121.3,5.0,7,64705.882352941175
929,Chevrolet Tavera Neo 3 LT 9 Seats BSIII,600000,90000,Diesel,Individual,Manual,First Owner,13.58,2499.0,72.4,9.0,12,44182.62150220913
930,Maruti Ertiga VDI,550000,50000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.76,7.0,11,26480.500722195477
931,Mahindra Scorpio S4 Plus 4WD,715000,70000,Diesel,Individual,Manual,First Owner,15.4,2179.0,120.0,7.0,10,46428.57142857143
932,Mahindra Xylo E8 BS4,300000,40000,Diesel,Individual,Manual,First Owner,19.41878335651954,1428.1927441027171,87.30303358208954,5.0,15,15448.959622863287
933,Tata Indigo LS BSII,100000,120000,Diesel,Individual,Manual,Third Owner,16.1,1405.0,70.0,5.0,19,6211.1801242236015
934,Mahindra Scorpio EX,500000,195000,Diesel,Individual,Manual,First Owner,14.0,2523.0,75.0,8.0,12,35714.28571428572
935,Maruti Wagon R Stingray VXI,350000,40000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,12,17064.84641638225
936,Tata Indica V2 DLS TC,100000,40000,Diesel,Individual,Manual,First Owner,16.8,1405.0,62.0,5.0,17,5952.380952380952
937,Tata Safari DICOR 2.2 EX 4x2,325000,120000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.03,7.0,13,23330.940416367554
938,Maruti Wagon R LXI BS IV,220000,360003,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,13,11640.21164021164
939,Maruti 800 AC,55000,60000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,26,3416.149068322981
940,Renault KWID RXT,330000,20000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,9,13110.846245530392
941,Mahindra Bolero 2011-2019 EX NON AC,480000,37000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,11,30075.18796992481
942,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,950000,57000,Diesel,Individual,Manual,Second Owner,25.1,1248.0,88.5,5.0,7,37848.60557768924
943,Hyundai Verna Transform SX VGT CRDi,300000,110000,Diesel,Individual,Manual,Second Owner,16.2,1493.0,110.0,5.0,14,18518.51851851852
944,Hyundai Verna Xi (Petrol),170000,110000,Petrol,Individual,Manual,Fourth & Above Owner,13.9,1599.0,103.2,5.0,19,12230.215827338128
945,Toyota Innova 2.5 EV (Diesel) PS 8 Seater BS IV,850000,120000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.57,8.0,12,65434.94996150885
946,Tata Tigor 2017-2020 XZ Plus Diesel,900000,8079,Diesel,Dealer,Manual,First Owner,24.7,1047.0,69.0,5.0,6,36437.24696356276
947,Toyota Innova 2.5 Z Diesel 7 Seater BS IV,1325000,114368,Diesel,Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,10,102001.53964588145
948,Ford Fiesta Classic 1.4 Duratorq CLXI,350000,79990,Diesel,Dealer,Manual,Second Owner,17.8,1399.0,67.0,5.0,13,19662.921348314605
949,Ford Figo Diesel Titanium,425000,81632,Diesel,Dealer,Manual,First Owner,20.0,1399.0,68.0,5.0,13,21250.0
950,Ford Aspire Titanium Diesel BSIV,600000,155201,Diesel,Dealer,Manual,First Owner,26.1,1498.0,99.23,5.0,9,22988.505747126437
951,Ford Ecosport 1.5 DV5 MT Titanium,750000,101504,Diesel,Dealer,Manual,First Owner,22.7,1498.0,89.84,5.0,11,33039.64757709251
952,Ford Fiesta Classic 1.4 Duratorq CLXI,450000,90165,Diesel,Dealer,Manual,First Owner,17.8,1399.0,67.0,5.0,13,25280.89887640449
953,Ford Figo Titanium Diesel BSIV,325000,86017,Diesel,Dealer,Manual,Second Owner,25.5,1498.0,99.23,5.0,15,12745.098039215687
954,Mahindra XUV500 W8 2WD,900000,85036,Diesel,Dealer,Manual,Second Owner,15.1,2179.0,140.0,7.0,12,59602.649006622516
955,Fiat Punto 1.3 Emotion,350000,160254,Diesel,Dealer,Manual,Second Owner,19.41878335651954,1428.1927441027171,87.30303358208954,5.0,12,18023.786226673834
956,Ford EcoSport 1.5 TDCi Titanium BSIV,600000,125531,Diesel,Dealer,Manual,Second Owner,22.77,1498.0,98.59,5.0,12,26350.461133069828
957,Hyundai Verna VTVT 1.6 SX Option,1100000,10000,Petrol,Individual,Manual,First Owner,17.0,1591.0,121.3,5.0,6,64705.882352941175
958,Tata Tiago 1.2 Revotron XZ,520000,20000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,8,21812.080536912752
959,Mahindra Scorpio S10 7 Seater,885000,170000,Diesel,Individual,Manual,First Owner,15.4,2179.0,120.0,7.0,10,57467.53246753247
960,Tata Nexon 1.5 Revotorq XZA Plus DualTone,950000,40000,Diesel,Individual,Automatic,First Owner,21.5,1497.0,108.5,5.0,7,44186.04651162791
961,Honda City 1.5 E MT,229999,120000,Petrol,Individual,Manual,Second Owner,17.0,1497.0,118.0,5.0,17,13529.35294117647
962,Maruti Ritz VDi,409999,100000,Diesel,Individual,Manual,Third Owner,23.2,1248.0,73.94,5.0,12,17672.370689655174
963,Ford Fiesta EXi 1.4 TDCi Ltd,300000,110000,Diesel,Individual,Manual,Third Owner,17.8,1399.0,68.0,5.0,14,16853.932584269663
964,Tata Indica V2 DLG TC,175000,120000,Diesel,Individual,Manual,Third Owner,16.8,1405.0,68.0,5.0,17,10416.666666666666
965,Maruti Alto LX,108000,206000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,46.3,5.0,25,5482.233502538072
966,Maruti Celerio ZXI,425000,40000,Petrol,Individual,Manual,Second Owner,23.1,998.0,67.04,5.0,8,18398.268398268396
967,Chevrolet Optra Magnum 2.0 LS,272000,170000,Diesel,Individual,Manual,Fourth & Above Owner,16.52,1991.0,123.7,5.0,14,16464.891041162227
968,Hyundai i10 Magna 1.1L,310000,70000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,12,15648.662291771834
969,Hyundai Creta 1.4 CRDi S Plus,1125000,105000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5.0,8,52619.27034611787
970,Hyundai Xcent 1.2 Kappa S Option,450000,46000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,81.86,5.0,11,23560.20942408377
971,Volkswagen Polo Diesel Highline 1.2L,388000,80000,Diesel,Individual,Manual,Second Owner,22.07,1199.0,73.9,5.0,14,17580.425917535114
972,Hyundai Verna Transform SX VTVT,400000,60000,Petrol,Individual,Manual,First Owner,16.2,1599.0,103.2,5.0,14,24691.35802469136
973,Honda City i DTEC VX,760000,70000,Diesel,Individual,Manual,Third Owner,25.1,1498.0,98.6,5.0,10,30278.884462151393
974,Maruti Alto LXi,120000,90000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,16,6091.370558375635
975,Maruti Swift Dzire VDI,757000,25000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,6,26654.92957746479
976,Maruti Alto 800 VXI,270000,53000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,10,11873.35092348285
977,Tata Sumo MKII GX BS IV,250000,90000,Diesel,Individual,Manual,Second Owner,13.55,2179.0,118.35,7.0,14,18450.18450184502
978,Toyota Innova Crysta 2.5 VX BS IV,800000,60000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,7.0,14,62500.0
979,Toyota Fortuner 4x2 Manual,1380000,150000,Diesel,Individual,Manual,First Owner,13.0,2982.0,168.5,7.0,11,106153.84615384616
980,Mahindra Thar CRDe AC,700000,24000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,6.0,11,42296.07250755287
981,Honda Mobilio S i DTEC,450000,100000,Diesel,Individual,Manual,Second Owner,24.2,1498.0,98.6,7.0,9,18595.04132231405
982,Mahindra KUV 100 G80 K8,650000,6000,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,6.0,7,35812.672176308544
983,Mahindra XUV500 W8 2WD,950000,49700,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,12,62913.90728476821
984,Toyota Innova 2.5 E Diesel MS 7-seater,626000,80000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,7.0,18,48906.25
985,Toyota Qualis Fleet A3,200000,100000,Diesel,Individual,Manual,First Owner,19.41878335651954,1428.1927441027171,87.30303358208954,5.0,25,10299.306415242192
986,Maruti Swift Dzire AMT VXI,600000,10000,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,5.0,6,28288.543140028287
987,Renault KWID RXT Optional,290000,21000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,6,11521.652761223679
988,Maruti Alto K10 2010-2014 VXI,215000,25000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5.0,12,10277.246653919694
989,Renault KWID RXT Optional,250000,22000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,9,9932.459276916963
990,Maruti Ertiga SHVS ZDI Plus,750000,50000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,8,30587.27569331158
991,Maruti Alto K10 VXI,250000,20000,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,5.0,9,10438.413361169103
992,Honda BRV i-VTEC V CVT,950000,15000,Petrol,Individual,Automatic,First Owner,15.4,1497.0,117.3,7.0,8,61688.31168831169
993,Ford Figo Aspire 1.5 TDCi Titanium,793000,30000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5.0,7,30700.735578784363
994,Hyundai Creta 1.6 CRDi SX Option,750000,74000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,10,38129.13065582104
995,Honda Jazz V CVT,725000,6550,Petrol,Individual,Automatic,First Owner,18.2,1199.0,88.7,5.0,8,39835.16483516484
996,Hyundai Grand i10 CRDi Sportz,480000,30000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5.0,9,20000.0
997,BMW X6 xDrive30d,3750000,56000,Diesel,Dealer,Automatic,First Owner,11.2,2993.0,241.0,4.0,12,334821.4285714286
998,Maruti Swift Dzire ZXI Plus,795000,41779,Petrol,Dealer,Manual,First Owner,21.21,1197.0,81.8,5.0,7,37482.31966053748
999,Honda Jazz 1.2 V i VTEC,625000,54000,Petrol,Dealer,Manual,First Owner,18.7,1199.0,88.7,5.0,9,33422.45989304813
1000,Mercedes-Benz E-Class E250 CDI Avantgarde,2900000,31000,Diesel,Dealer,Automatic,First Owner,13.0,2143.0,204.0,5.0,9,223076.92307692306
1001,Maruti Ignis 1.3 AMT Zeta,625000,37000,Diesel,Individual,Automatic,First Owner,26.8,1248.0,74.0,5.0,8,23320.89552238806
1002,Chevrolet Cruze LTZ AT,440000,90000,Diesel,Individual,Automatic,Second Owner,18.1,1991.0,147.9,4.0,14,24309.392265193368
1003,Toyota Corolla Altis 1.8 G,1400000,13534,Petrol,Dealer,Manual,First Owner,14.28,1798.0,138.03,5.0,7,98039.21568627452
1004,Toyota Corolla Altis 1.8 VL AT,1450000,7000,Petrol,Dealer,Automatic,Second Owner,14.53,1794.0,138.1,5.0,8,99793.53062629043
1005,Mercedes-Benz GLA Class 200 CDI SPORT,2700000,23000,Diesel,Dealer,Automatic,First Owner,17.9,2143.0,136.0,5.0,8,150837.98882681565
1006,Toyota Innova Crysta 2.8 GX AT 8S BSIV,1925000,43000,Diesel,Dealer,Automatic,First Owner,11.36,2755.0,171.5,8.0,6,169454.2253521127
1007,Kia Seltos HTX Plus AT D,1900000,5000,Diesel,Dealer,Automatic,First Owner,17.8,1493.0,113.4,5.0,5,106741.57303370786
1008,Maruti Ciaz RS ZDi Plus SHVS,844999,70000,Diesel,Dealer,Manual,First Owner,28.09,1248.0,88.5,5.0,8,30081.84407262371
1009,Skoda Rapid 1.5 TDI AT Style Plus,650000,99000,Diesel,Dealer,Automatic,First Owner,21.66,1498.0,103.52,5.0,9,30009.233610341642
1010,Maruti Swift ZXI 2018,750000,15000,Petrol,Dealer,Manual,First Owner,22.0,1197.0,81.8,5.0,7,34090.90909090909
1011,Honda Jazz 1.2 SV i VTEC,610000,30000,Petrol,Dealer,Manual,First Owner,18.7,1199.0,88.7,5.0,10,32620.320855614973
1012,Toyota Fortuner 2.8 2WD AT BSIV,2940000,100000,Diesel,Dealer,Automatic,First Owner,12.9,2755.0,174.5,7.0,7,227906.97674418605
1013,Hyundai Creta 1.6 CRDi SX,1150000,63309,Diesel,Dealer,Manual,First Owner,19.67,1582.0,126.2,5.0,8,58464.667005592266
1014,Toyota Innova Crysta 2.8 ZX AT BSIV,1825000,94000,Diesel,Dealer,Automatic,First Owner,11.36,2755.0,171.5,7.0,9,160651.40845070424
1015,Hyundai Elite i20 Asta Option CVT BSIV,890000,29000,Petrol,Dealer,Automatic,First Owner,17.4,1197.0,81.86,5.0,7,51149.425287356324
1016,Tata Indigo CS eLX BS IV,385000,155000,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.01,5.0,8,15400.0
1017,Maruti Celerio ZXI AT,400000,35000,Petrol,Individual,Automatic,First Owner,23.1,998.0,67.04,5.0,9,17316.017316017314
1018,Hyundai Grand i10 1.2 CRDi Sportz Option,550000,50000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,5.0,7,22916.666666666668
1019,Chevrolet Tavera Neo LS B3 - 7(C) seats BSIII,270000,185000,Diesel,Individual,Manual,First Owner,14.8,2499.0,80.0,7.0,15,18243.243243243243
1020,Tata Indigo CS LS (TDI) BS III,200000,175000,Diesel,Individual,Manual,Second Owner,19.09,1396.0,69.0,5.0,12,10476.689366160294
1021,Renault KWID RXT Optional,310000,11500,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,9,12316.249503377036
1022,Hyundai Xcent 1.2 CRDi S,700000,3000,Diesel,Individual,Manual,First Owner,25.4,1186.0,73.97,5.0,6,27559.05511811024
1023,Chevrolet Sail LT ABS,480000,80000,Diesel,Individual,Manual,Second Owner,22.1,1248.0,74.0,5.0,10,21719.457013574658
1024,Maruti Alto LXI,90000,40000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,20,4568.527918781726
1025,Maruti Alto LXI,80000,40000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,20,4060.9137055837564
